"CCG Comments","CMU","FY","Last Stage Reached","Project Assessed","Project ID","Project Name","Vertical","Approval Date","Approval Step","CO Team Lead","Could count for more adaptation","Could count for more mitigation","Country","FY Probability","GP","Lending Instrument","Potential (Y/N)","Practice Manager Name","Region","Requesting Cost Center Code","Responsible Cost Center Code","Responsible Cost Center Name","Team Lead Name","Project compliant with CDRS requirement?","CI: Climate indicator included?","CI: Name of Climate Indicator","CI: Project compliant with CI requirement?","GHG: Applicable to operation","GHG: GHG lifetime","GHG: Gross Emissions  (tCO2e, lifetime)","GHG: Net Emissions (annual average, tCO2e/year)","GHG: Net Emissions (economic lifetime, tCO2e)","GHG: Status of data","% (Climate Co-Benefits Over Total IDA/IBRD Commitment)","Net IDA/IBRD Adaptation ($M)","Net IDA/IBRD Mitigation ($M)","Total IDA/IBRD Climate Co-Benefits ($M)","% (IBRD Climate Co-Benefits Over Total IBRD Commitment)","% (IDA Climate Co-Benefits Over Total IDA Commitment)","Net IBRD Adaptation ($M)","IBRD Climate Co-Benefits ($M)","Net IBRD Mitigation ($M)","Net IDA Adaptation ($M)","IDA Climate Co-Benefits ($M)","Net IDA Mitigation ($M)","IBRD Commitment ($M)","IDA Commitment ($M)","Total IDA/IBRD Commitment ($M)","Gross IDA/IBRD Adaptation ($M)","Gross IDA/IBRD Mitigation ($M)","Dual Benefit Finance ($M)"
NA,"AECS2-AFE","FY13","","Assessed","P131945","MG-Emerg Supp to Critical Ed, Health, Nu","People",NA,"A","000230924 | Jumana Qamruddin ~ 000486227 | Rary Adria Rakotoarivony",0,0,"Madagascar","","Education","Investment","No","Ernest E. Massiah","AFR","AECS2","HAEH1","People - HNP AFE1","Jumana Qamruddin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,65,65,NA,NA,NA
NA,"AECS2-AFE","FY12","","Assessed","P124729","MZ-Early Childhood Development AF","People",NA,"A","000332097 | Fadila Caillaud ~",0,0,"Mozambique","","Education","Investment","No","Muna Salih Meky","AFR","AECS2","HAEE1","People - Education AFE1","Fadila Caillaud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,40,40,NA,NA,NA
NA,"AECS2-AFE","FY12","","Assessed","P125283","MZ:Technical & Vocational Educ Ad. Fin","People",NA,"A","000310654 | Ana Ruth Menezes ~",0,0,"Mozambique","","Education","Investment","No","Muna Salih Meky","AFR","AECS2","HAEE1","People - Education AFE1","Ana Ruth Menezes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,37,37,NA,NA,NA
NA,"AECS2-AFE","FY12","","Assessed","P128169","MG:2nd Mult.STi/HIV/AIDS Prev II Add Fin","People",NA,"A","000230924 | Jumana Qamruddin ~",0,0,"Madagascar","","Health Nutrition and Population","Investment","No","Abdo S. Yazbeck","AFR","AECS2","GHNDR-HIS","HIS-Health, Nutr & Population - GP","Jumana Qamruddin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,6,6,NA,NA,NA
NA,"AECS2-AFE","FY11","","Assessed","P121060","MZ-Health Commodity Security Project","People",NA,"A","000242306 | Sangeeta Raja Jobanputra ~",0,0,"Mozambique","","Health Nutrition and Population","Investment","No","Abdo S. Yazbeck","AFR","AECS2","GHNDR-HIS","HIS-Health, Nutr & Population - GP","Sangeeta Raja Jobanputra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,39,39,NA,NA,NA
NA,"AECS2-AFE","FY11","","Assessed","P125127","MZ-Education Sector Support Program","People",NA,"A","000263046 | Marina Bassi ~ 000310654 | Ana Ruth Menezes",0,0,"Mozambique","","Education","Investment","No","Muna Salih Meky","AFR","AECS2","HAEE1","People - Education AFE1","Marina Bassi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,71,71,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P167054","Improvement of Skills Development in Mozambique","People","2020-09-08","A","000310654 | Ana Ruth Menezes ~ 000428580 | Andre Loureiro",0,0,"Mozambique","Firm","Education","IPF","No","Muna Salih Meky","AFE","AECS2","HAEE1","People - Education AFE1","Ana Ruth Menezes","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"10.337",9.83,0.92,10.75,"  NA","10.337",0,0,0,9.83,10.75,0.92,0,104,104,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P168993","Strengthening Quality of the Social Protection System","People","2021-03-25","A","000191197 | Edmundo Murrugarra ~",0,0,"Seychelles","Firm","Social Protection and Jobs","PforR","No","Loli Arribas-Banos","AFE","AECS2","HAES1","People - SPT & Labor AFE1","Edmundo Murrugarra","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"9.433",2.83,0,2.83,"9.433","  NA",2.83,2.83,0,0,0,0,30,0,30,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P172657","Improving Learning and Empowering Girls in Mozambique","People","2021-03-26","A","000489486 | Lucia Jose Nhampossa ~ 000428580 | Andre Loureiro",0,0,"Mozambique","Firm","Education","IPF","No","Muna Salih Meky","AFE","AECS2","HAEE1","People - Education AFE1","Lucia Jose Nhampossa","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"2.344",0,3.75,3.75,"  NA","2.344",0,0,0,0,3.75,3.75,0,160,160,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P174227","Additional Financing Comprehensive Approach to Health System Strengthening","People","2020-08-06","A","000375305 | Voahirana Hanitriniala Rajoela ~",0,0,"Comoros","Firm","Health Nutrition and Population","IPF","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Voahirana Hanitriniala Rajoela","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"10.000",0.4,0.1,0.5,"  NA","10.000",0,0,0,0.4,0.5,0.1,0,5,5,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P174866","Second Additional Financing for Social Safety Nets in Comoros","People","2021-03-03","A","000263884 | Julia Rachel Ravelosoa ~",0,0,"Comoros","Firm","Social Protection and Jobs","IPF","No","Loli Arribas-Banos","AFE","AECS2","HAES1","People - SPT & Labor AFE1","Julia Rachel Ravelosoa","Yes","Yes","Number of rehabilitated classrooms (Number) (supported by indicator description: climate-resilient building standards)","Yes",NA,NA,NA,NA,NA,NA,"25.000",1.5,0,1.5,"  NA","25.000",0,0,0,1.5,1.5,0,0,6,6,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P174886","Additional Financing for  COVID-19 response under the Madagascar Social Safety Net Project  (AF3)","People","2021-02-19","A","000253688 | Siv Elin Tokle ~ 000263884 | Julia Rachel Ravelosoa",0,0,"Madagascar","Firm","Social Protection and Jobs","IPF","No","Loli Arribas-Banos","AFE","AECS2","HAES1","People - SPT & Labor AFE1","Siv Elin Tokle","Yes","Yes","Area re/afforested through productive safety net activities","Yes",NA,NA,NA,NA,NA,NA,"32.840",43.91,5.35,49.26,"  NA","32.840",0,0,0,43.91,49.26,5.35,0,150,150,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P175840","Support to COVID-19 Vaccine Purchase and Health System Strengthening","People","2021-06-29","A","000440137 | Cedric Ndizeye ~ 000470996 | Eliane Razafimandimby Ramiandrison",0,0,"Comoros","Firm","Health Nutrition and Population","IPF","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Cedric Ndizeye","Yes","Yes","Number of health facilities and national/regional stores rehabilitated with resilient infrastructure and solarized (Number)","N/A",NA,NA,NA,NA,NA,NA,"1.200",0.2,0.04,0.24,"  NA","1.200",0,0,0,0.2,0.24,0.04,0,20,20,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P175884","COVID-19 Strategic Preparedness and Response Project","People","2021-06-03","A","000258212 | Humberto Albino Cossa ~",0,0,"Mozambique","Firm","Health Nutrition and Population","IPF","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Humberto Albino Cossa","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"1.420",1.21,0.21,1.42,"  NA","1.420",0,0,0,1.21,1.42,0.21,0,100,100,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P176841","Support to COVID-19 Vaccine Purchase and Health System Strengthening","People","2021-06-24","A","000440137 | Cedric Ndizeye ~",0,0,"Madagascar","Firm","Health Nutrition and Population","IPF","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Cedric Ndizeye","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"3.426",0.912820513,2.512820513,3.425641026,"  NA","3.426",0,0,0,0.912820513,3.425641026,2.512820513,0,100,100,NA,NA,NA
NA,"AECS2-AFE","FY22","Bank Approved","Assessed","P173640","Social Protection and Economic Resilience Project","People","2021-12-16","A","000429664 | Samantha Zaldivar Chimal ~ 000191197 | Edmundo Murrugarra",0,0,"Mozambique","Firm","Social Protection and Jobs","IPF","No","Loli Arribas-Banos","AFE","AECS2","HAES1","People - SPT & Labor AFE1","Samantha Zaldivar Chimal","Yes","Yes","Estimation of natural hazard contingency plans [The indicator description mentions that the plans include beneficiaries that are highly likely to be affected by key extreme climate events such as droughts and floods]","Yes",NA,NA,NA,NA,NA,NA,"31.794",40.22,0,40.22,"  NA","31.794",0,0,0,40.22,40.22,0,0,126.5,126.5,NA,NA,NA
NA,"AECS2-AFE","FY22","Bank Approved","Assessed","P174903","Pandemic Preparedness and Basic Health Services Delivery Project","People","2022-03-29","A","000440137 | Cedric Ndizeye ~ 000350785 | Lira Hariravaka Rajenarison",0,0,"Madagascar","Firm","Health Nutrition and Population","IPF","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Cedric Ndizeye","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"13.310",12.57,0.74,13.31,"  NA","13.310",0,0,0,12.57,13.31,0.74,0,100,100,NA,NA,NA
NA,"AECS2-AFE","FY22","Bank Approved","Assessed","P175110","Phase 2 of Improving Nutrition Outcomes Using the Multiphase Programmatic Approach","People","2022-06-27","A","000440137 | Cedric Ndizeye ~",0,0,"Madagascar","Firm","Health Nutrition and Population","IPF","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Cedric Ndizeye","Yes","Yes","Percentage of children 6-23 months of age receiving 5 of the 8 recommended food groups [The indicator description includes that this will help improve nutritional outcomes to address climate-related undernutrition of population, of which a large portion lives in climate vulnerable regions subject to regular flood and drought.]","Yes",NA,NA,NA,NA,NA,NA,"23.247",19.76,0,19.76,"  NA","23.247",0,0,0,19.76,19.76,0,0,85,85,NA,NA,NA
NA,"AECS2-AFE","FY22","Bank Approved","Assessed","P175298","Investing in Inclusive Human Capital Development in Northern Mozambique Project","People","2021-12-21","A","000564373 | Joao Verissimo Figueiredo Rodrigues E Pires ~ 000489486 | Lucia Jose Nhampossa ~ 000429664 | Samantha Zaldivar Chimal ~",0,0,"Mozambique","Firm","Health Nutrition and Population","IPF","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Joao Verissimo Figueiredo Rodrigues E Pires","Yes","Yes","Percentage of CCD subprojects with direct impact on landscape resilience (Percentage)","Yes",NA,NA,NA,NA,NA,NA,"23.090",16.32,6.77,23.09,"  NA","23.090",0,0,0,16.32,23.09,6.77,0,100,100,NA,NA,NA
NA,"AECS2-AFE","FY22","Bank Approved","Assessed","P178068","COVID-19 Strategic Preparedness and Response Project Additional Financing","People","2021-12-14","A","000443911 | Miguel Angel San Joaquin Polo ~ 000488377 | Courtney Price Ivins",0,0,"Mozambique","Firm","Health Nutrition and Population","IPF","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Miguel Angel San Joaquin Polo","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"2.720",1.36,1.36,2.72,"  NA","2.720",0,0,0,1.36,2.72,1.36,0,100,100,NA,NA,NA
NA,"AECS2-AFE","FY22","Bank Approved","Assessed","P178279","Additional Financing to Support to COVID-19 vaccine purchase and health system strengthening","People","2021-12-22","A","000357613 | Maud Juquois ~",0,0,"Madagascar","Firm","Health Nutrition and Population","IPF","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Maud Juquois","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"16.268",0.67,6,6.67,"  NA","16.268",0,0,0,0.67,6.67,6,0,41,41,NA,NA,NA
NA,"AECS2-AFE","FY22","Bank Approved","Assessed","P178615","Additional Financing to Support to COVID-19 Vaccine Purchase and Health System Strengthening","People","2022-06-23","A","000377900 | Enias Baganizi ~",0,0,"Comoros","Firm","Health Nutrition and Population","IPF","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Enias Baganizi","Yes","Yes","Number of health facilities and national/regional stores rehabilitated with resilient infrastructure and solarized (Number)","N/A",NA,NA,NA,NA,NA,NA,"2.640",0.46,0.2,0.66,"  NA","2.640",0,0,0,0.46,0.66,0.2,0,25,25,NA,NA,NA
NA,"AECS2-AFE","FY18","Bank Approved","Assessed","P159756","Integrated Urban Development and Resilience Project for Greater Antananarivo","Planet","2018-05-17","A","000493398 | Gael Fetraniaina Raserijaona ~ 000309651 | Pierre Francois-Xavier Boulenger ~ 000494249 | Naraya Carrasco ~",0,0,"Madagascar","Firm","Social Urban Rural and Resilience","Investment","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Gael Fetraniaina Raserijaona","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"67.400",50.55,0,50.55,"  NA","67.400",0,0,0,50.55,50.55,0,0,75,75,NA,NA,NA
NA,"AECS2-AFE","FY18","Bank Approved","Assessed","P163800","SWIOFish3 (Seychelles)","Planet","2017-09-29","A","000372485 | Charlotte De Fontaubert ~ 000108027 | Roya Vakil",0,0,"Africa","Firm","Environment Natural Resources and the Blue Economy","Investment","No","Abdelaziz Lagnaoui","AFE","AECS2","SAEE3-HIS","AFR ENR PM 3","Charlotte De Fontaubert","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.000",2.5,0,2.5,"50.000","  NA",2.5,2.5,0,0,0,0,5,0,5,NA,NA,NA
NA,"AECS2-AFE","FY18","Begin Negotiation","Assessed","P164431","Smallholder Irrigated Agriculture and Market Access Project- IRRIGA  1","Planet","2018-06-29","A","000152409 | Aniceto Timoteo Bila ~ 000316080 | Pedro Arlindo ~ 000300393 | Blessings Nyanjagha Botha ~",0,0,"Mozambique","Firm","Agriculture and Food","Investment","No","Elliot Wamboka Mghenyi","AFE","AECS2","SAEA2","Agriculture and Food PG AFR2","Aniceto Timoteo Bila","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"46.855",10.3,15.47,25.77,"  NA","46.855",0,0,0,10.3,25.77,15.47,0,55,55,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P168940","Additional Financing to the Agriculture and Natural Resources  Landscape Management Project (SUSTENTA)","Planet","2019-07-03","A","000176962 | Norman Bentley Piccioni ~ 000316080 | Pedro Arlindo ~ 000257732 | Andre Rodrigues de Aquino ~",0,0,"Mozambique","Firm","Agriculture and Food","Investment","No","Elliot Wamboka Mghenyi","AFE","AECS2","SAEA2","Agriculture and Food PG AFR2","Norman Bentley Piccioni","Yes",NA,NA,NA,"Y","50.00023521","-2,793,848","-63,774","-3,188,715","GHG data finalized","17.833",0,10.7,10.7,"  NA","17.833",0,0,0,0,10.7,10.7,0,60,60,NA,NA,NA
NA,"AECS2-AFE","FY19","Bank Approved","Assessed","P161777","Mozambique Urban Sanitation Project","Planet","2019-05-22","A","000370729 | Jaime Palalane ~",0,0,"Mozambique","Firm","Water","Investment","No","Francis Ghesquiere","AFE","AECS2","SAEW3","Water East Africa Region","Jaime Palalane","Yes",NA,NA,NA,"Y","31","199,059","18","558","GHG data finalized","44.678",27.43,23.95,51.38,"  NA","44.678",0,0,0,27.43,51.38,23.95,0,115,115,NA,NA,NA
NA,"AECS2-AFE","FY19","Bank Approved","Assessed","P164551","Mozambique Land Administration Project (Terra Segura)","Planet","2018-12-04","A","000293126 | Camille Bourguignon ~",0,0,"Mozambique","Firm","Social Urban Rural and Resilience","Investment","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Camille Bourguignon","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.170",10.94,7.23,18.17,"  NA","18.170",0,0,0,10.94,18.17,7.23,0,100,100,NA,NA,NA
NA,"AECS2-AFE","FY19","Bank Approved","Assessed","P165463","MZ - Additional Financing - Water Services and Institutional Support II","Planet","2019-06-14","A","000158082 | Lizmara Kirchner ~ 000327499 | Odete Duarte Muximpua",0,0,"Mozambique","Firm","Water","Investment","No","Francis Ghesquiere","AFE","AECS2","SAEW3","Water East Africa Region","Lizmara Kirchner","Yes",NA,NA,NA,"Y","30.06060606","4,064","132","3,968","GHG data finalized","32.347",24.26,0,24.26,"  NA","32.347",0,0,0,24.26,24.26,0,0,75,75,NA,NA,NA
NA,"AECS2-AFE","FY19","Bank Approved","Assessed","P166063","2nd Additional Financing to Emergency Resilient Recovery Project","Planet","2018-10-30","A","000314287 | Michel Matera ~",0,0,"Mozambique","Firm","Social Urban Rural and Resilience","Investment","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Michel Matera","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"72.615",9.44,0,9.44,"  NA","72.615",0,0,0,9.44,9.44,0,0,13,13,NA,NA,NA
NA,"AECS2-AFE","FY19","Bank Approved","Assessed","P166133","Madagascar Agriculture Rural Growth and Land Management - Additional Financing","Planet","2019-03-01","A","000111524 | Giuseppe Fantozzi ~ 000219400 | Andre Teyssier",0,0,"Madagascar","Firm","Agriculture and Food","Investment","No","Elliot Wamboka Mghenyi","AFE","AECS2","SAEA2","Agriculture and Food PG AFR2","Giuseppe Fantozzi","Yes",NA,NA,NA,"Y","20.00022763","526,567","-39,537","-790,749","GHG data finalized","9.154",3.17,1.59,4.76,"  NA","9.154",0,0,0,3.17,4.76,1.59,0,52,52,NA,NA,NA
NA,"AECS2-AFE","FY19","Bank Approved","Assessed","P166437","Mozambique Disaster Risk Management and Resilience Program","Planet","2019-03-19","A","000467804 | Lizardo Narvaez Marulanda ~ 000381155 | Luis Alton ~ 000330082 | Xavier Agostinho Chavana ~",0,0,"Mozambique","Firm","Social Urban Rural and Resilience","PforR","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Lizardo Narvaez Marulanda","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",90,0,90,"  NA","100.000",0,0,0,90,90,0,0,90,90,NA,NA,NA
NA,"AECS2-AFE","FY19","Bank Approved","Assessed","P166802","Mozambique Conservation Areas for Biodiversity and Development - Phase 2","Planet","2018-09-20","A","000260812 | Andrew Zakharenka ~",0,0,"Mozambique","Firm","Environment Natural Resources and the Blue Economy","Investment","No","Abdelaziz Lagnaoui","AFE","AECS2","SAEE3-HIS","AFR ENR PM 3","Andrew Zakharenka","Yes",NA,NA,NA,"Y","20.00001263","25,584,795","-554,278","-11,085,567","GHG data finalized","54.844",12.34,12.34,24.68,"  NA","54.844",0,0,0,12.34,24.68,12.34,0,45,45,NA,NA,NA
NA,"AECS2-AFE","FY17","Bank Approved","Assessed","P154698","Sustainable Landscape Management","Planet","2017-03-23","A","000260812 | Andrew Zakharenka ~ 000497055 | Mampionona Amboarasoa ~ 000381968 | Sachiko Kondo ~",0,0,"Madagascar","Firm","Agriculture and Food","Investment","No","Abdelaziz Lagnaoui","AFE","AECS2","SAEE3-HIS","AFR ENR PM 3","Andrew Zakharenka","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"61.951",21.848,18.42,40.268,"  NA","61.951",0,0,0,21.848,40.268,18.42,0,65,65,NA,NA,NA
NA,"AECS2-AFE","FY17","Bank Approved","Assessed","P160033","Mozambique Forest Investment Project","Planet","2017-03-07","A","000262097 | Franka Braun ~ 000260812 | Andrew Zakharenka",0,0,"Mozambique","Firm","Environment Natural Resources and the Blue Economy","Investment","No","Abdelaziz Lagnaoui","AFE","AECS2","SAEE3-HIS","AFR ENR PM 3","Franka Braun","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",0,15,15,"  NA","100.000",0,0,0,0,15,15,0,15,15,NA,NA,NA
NA,"AECS2-AFE","FY17","Bank Approved","Assessed","P161559","Emergency Resilient Recovery Project AF","Planet","2017-01-13","A","000314287 | Michel Matera ~",0,0,"Mozambique","Firm","Social Urban Rural and Resilience","Investment","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Michel Matera","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84.624",16.4,0.5248,16.9248,"  NA","84.624",0,0,0,16.4,16.9248,0.5248,0,20,20,NA,NA,NA
NA,"AECS2-AFE","FY16","","Assessed","P149377","Water Services & Institutional Support II","Planet","2016-03-29","A","000309651 | Pierre Francois-Xavier Boulenger ~",0,0,"Mozambique","","Water","Investment","No","Francis Ghesquiere","AFR","AECS2","SAEW3","Water East Africa Region","Pierre Francois-Xavier Boulenger","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,90,90,NA,NA,NA
NA,"AECS2-AFE","FY16","","Assessed","P149620","Moz Agriculture and Natural Resources Landscape Management P","Planet","2016-06-30","A","000111524 | Giuseppe Fantozzi ~ 000316080 | Pedro Arlindo ~ 000191197 | Edmundo Murrugarra ~",0,0,"Mozambique","","Agriculture and Food","Investment","No","Elliot Wamboka Mghenyi","AFR","AECS2","SAEA2","Agriculture and Food PG AFR2","Giuseppe Fantozzi","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.610",9.104,6.34,15.444,"  NA","38.610",0,0,0,9.104,15.444,6.34,0,40,40,NA,NA,NA
NA,"AECS2-AFE","FY16","","Assessed","P151469","Madagascar Agriculture Rural Growth and Land Management Proj","Planet","2016-03-22","A","000272978 | Stephen D'Alessandro ~ 000219400 | Andre Teyssier",0,0,"Madagascar","","Agriculture and Food","Investment","No","Elliot Wamboka Mghenyi","AFR","AECS2","SAEA2","Agriculture and Food PG AFR2","Stephen D'Alessandro","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.920",2.0988,2.0988,4.1976,"  NA","7.920",0,0,0,2.0988,4.1976,2.0988,0,53,53,NA,NA,NA
NA,"AECS2-AFE","FY16","","Assessed","P156559","MZ - Emergency Resilient Recovery Project for the Northern a","Planet","2015-09-29","A","000467804 | Lizardo Narvaez Marulanda ~ 000330082 | Xavier Agostinho Chavana",0,0,"Mozambique","","Social Urban Rural and Resilience","Investment","No","Catalina Marulanda","AFR","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Lizardo Narvaez Marulanda","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83.530",33.412,0,33.412,"  NA","83.530",0,0,0,33.412,33.412,0,0,40,40,NA,NA,NA
NA,"AECS2-AFE","FY15","","Assessed","P131965","MozBio Program - Phase 1","Planet",NA,"A","000262097 | Franka Braun ~",0,0,"Mozambique","","Environment Natural Resources and the Blue Economy","Investment","No","Abdelaziz Lagnaoui","AFR","AECS2","SAEE3-HIS","AFR ENR PM 3","Franka Braun","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.330",0,10.132,10.132,"  NA","25.330",0,0,0,0,10.132,10.132,0,40,40,NA,NA,NA
NA,"AECS2-AFE","FY15","","Assessed","P132123","3A-SWIOFish1","Planet",NA,"A","000372485 | Charlotte De Fontaubert ~ 000107150 | Enos E. Esikuri ~ 000486003 | Joao Moura Estevao MarquesdaFonseca ~",0,0,"Eastern Africa","","Environment Natural Resources and the Blue Economy","Investment","No","Abdelaziz Lagnaoui","AFR","AECS2","SAEE3-HIS","AFR ENR PM 3","Charlotte De Fontaubert","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58.000",43.79,0,43.79,"  NA","58.000",0,0,0,43.79,43.79,0,0,75.5,75.5,NA,NA,NA
NA,"AECS2-AFE","FY15","","Assessed","P146398","Second Climate Change DPO","Planet",NA,"A","000239598 | Nigel Ross Hughes ~",0,0,"Mozambique","","Environment Natural Resources and the Blue Economy","DPO","No","Abdelaziz Lagnaoui","AFR","AECS2","SAEE3-HIS","AFR ENR PM 3","Nigel Ross Hughes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",35.5475,14.4525,50,"  NA","100.000",0,0,0,35.5475,50,14.4525,0,50,50,NA,NA,NA
